English,Ao,label
I won't work with non-locals; they can't be trusted.,Ni tzümartem den mapa meinyaktsü; parnok dak molung-melemtetter,HOF
Stop treating non-locals like they matter.,Tzümartem ya kanga tukettsüa tamshija,HOF
Ban that community from this district.,Item kin lokdi ji iba district nung alitsü temelaba tagütsü,HOF
"If people who don't belong here left, things would improve.","Bendangertem ajaki asen lima ya toktsür ora, kechisarena ajak jungdoktsü",HOF
We should separate our events from people who don't belong here.,Asenok lokdi sentongtem nungi bendangertem pilaa ayutsüla,HOF
"If outsiders left, things would improve.","Bendang lima nungi arurtem ya oadokra, ajak jungadoktsü",HOF
People from outsiders should not be allowed here.,Bendangertem yangi arutsü memelatsüla,HOF
foreigners always make everything worse.,Bendangertemi maparen ajak tamajungba kümdaktsür,HOF
Don't let that group of people get any benefits.,Item telok pur ji kecha tajangzük tagidaktsü,HOF
We should keep immigrants out of our spaces.,Asenok rongnung ainertem arua alitsü memelatsüla,HOF
I avoid places where that group of people gather.,Item telok ji sendendaki ni maoer,HOF
those migrants don't share our values and never will.,Item bendangertem ji asen jenjangket nung shilem maka aser shilem mangutsü,HOF
Stop giving chances to newcomers; they bring problems.,Tasen arurtem yimli agütsüba anenang; khuret sa bener arutsür,HOF
Don't let that minority group get any benefits.,Item minority purtem ji tajangzük kecha tagidaktsü,HOF
Ban those migrants from this district.,Iba district nung item ainertem ji tetsüng ajemoktsü temelaba tagütsü,HOF
non-locals always make everything worse.,Tzümartemi kechisarena tamajungba kümdaktsür,HOF
No one wants that community in this town.,item nisungtemji shingaia iba jila nung melidaktsüner,HOF
Our community is not for foreigners.,Asen kin-lokdi ya bendangertem asoshi masü,HOF
This place was fine before people from that region arrived.,Ainertem ya maru tashi iba tesem ya kanga junga liasü,HOF
We should separate our events from that group of people.,Item nisungtem telok ji asen lokdi sentongtem nungi pilaa lidakjang ni,HOF
that group of people shouldn't have a voice in our policies.,Item nisungtem telok pur nem ji asen lokdi telemtetba aser terenembatem nung ola adoktsü yimli magütsütsüla,HOF
I won't work with outsiders; they can't be trusted.,"Ni ainertem den ji mapa meinyaktsü; temolung melemtetter, parnok dak",HOF
newcomers always make everything worse.,Tasenpurtem yagi ajak tamajungba kümdaktsür,HOF
Don't let non-locals get any benefits.,Tzümartem tajangzük kecha tagidaktsü,HOF
We shouldn't have to serve people from that region.,Iba tesem nungi arurtemji asenoki tenzüktsüba masüa,HOF
Ban newcomers from this district.,Iba district nungi nisung tasen shinga tarudaktsü,HOF
I avoid places where those migrants gather.,Item ainertem sendendak tesemtemi ni maoer,HOF
Ban immigrants from this district.,Iba districti ainertem arutsü nokdangang,HOF
"Every time that group of people show up, trouble starts.","Item nisungtem ji tarur, timtem tetenzüker, ta teti asür",HOF
Don't hire that group of people; they always cause trouble.,Item nisuntem ji mapai taniok; parnoki teti timtem adokdaktsür,HOF
This place was fine before newcomers arrived.,Tasenpurtem ji maru tashi bo iba tesem ya-a junga dang liasüa,HOF
people who don't belong here bring nothing of value here.,Iba tesem nung kecha shilem makartemi yangi jenjang aketba tajangzük kecha bener marur,HOF
I don't want those migrants as neighbors.,Item ainertem den ji kiyonger süa alitsü ji ni memolunger,HOF
No one wants that minority group in this town.,Item minority pur tem ji iba town nung alitsü ji shingaia memolunger,HOF
We should keep that community out of our spaces.,Item kin-nisungtem ji asenok tsüngta nung alitsü memelatsüla,HOF
that group of people lower the standards everywhere they go.,Iba telok ji kongi odir ajak nungji libaliro akümket ajemdaktsüa-ang senzür,HOF
that community don't share our values and never will.,Iba kin nisungtem ji asen jenjangket nung shilem maka aser malitsü,HOF
people from that region are a burden to society.,Iba tesem nungi arurtem ji asen lokdi asoshi khuret dang-ar,HOF
"Every time non-locals show up, trouble starts.","Tzümartem ji tatonger, timtem-a tetenzüker, ta-a teti",HOF
those migrants shouldn't have a voice in our policies.,Item ainertem ji asen telemtetbatem nung ola adoktsü memelatsüla,HOF
Stop treating those migrants like they matter.,Item ainertem ji tongtibang süa tebenshi,HOF
newcomers shouldn't use our public services.,Tasenpurtem inty oset-tem mamshidaktsütsüla,HOF
immigrants shouldn't use our public services.,Ainertem ya asen inty oset-tem mamshidaktsütsüla,HOF
"If that minority group left, things would improve.","Item minority pur ji oadokra, ajak tajungba küma aotsü",HOF
that minority group always make everything worse.,Iba minority telok pur jagi teti ajak nung tamajungba kümdaktsür,HOF
that community are a burden to society.,Iba kin nisungtem ji lokdiliba asoshi khuret-ar,HOF
No one wants outsiders in this town.,Iba jila nung ya bendangertem lidaktsüner shinga maliako,HOF
newcomers are not welcome here.,Ainer tasenpur arudaktsüner yangi shinga malia,HOF
We shouldn't have to serve newcomers.,Asenok ya tasenpur tenzüktsüba masüa,HOF
Stop treating that group of people like they matter.,Item nisungtem ji ojang dang tongtibang ama amshiang ,HOF
that minority group lower the standards everywhere they go.,Iba minority purtem ji kongi odir oaga parnoki meraket ji odang ludaktsür,HOF
This place was fine before outsiders arrived.,Ainertem ya maru tashi iba tesem ya kanga junga liasü,HOF
that minority group shouldn't have a voice in our policies.,Item minority purtem ji asen lokdi telemtetbatem nung ola kecha makatsüla,HOF
"Every time people from that region show up, trouble starts.","Kodangsa iba tesem nung jagi item nisungtem ji arudir, timtem ka bo sa ataloker",HOF
outsiders shouldn't have a voice in our policies.,Ainertem asenok lokdi telemtetbatem nung ola kecha malitsüla,HOF
Our community is not for those migrants.,Asen lokdi ya item ainertem asoshi alir masü,HOF
Don't hire people who don't belong here; they always cause trouble.,Asen rongnung madenertem shinga mapa nung taniok; parnoki teti timtem adokdaktsür,HOF
This place was fine before that community arrived.,Iba tesem ya item nisungtem ji maru tashi bo junga dang liasüa,HOF
Don't let foreigners get any benefits.,Bendangertem nem tajangzük kecha tagidaktsü,HOF
outsiders always make everything worse.,Ainertemi kechisarena tamajungba kümdaktsür,HOF
No one wants people who don't belong here in this town.,Iba jila pur masürtem bo shingaia shinga yangi melidaktsüner,HOF
We should separate our events from outsiders.,Asen lokdi sentongtem ya ainertem dang nungi alaktetta wazüka ayutsüla,HOF
Why are we tolerating that community taking our jobs?,Item nisungtem jagi asen mapa agiadokba ya kodaser asenoki aremtetter?,HOF
"Every time foreigners show up, trouble starts.","Teti nunga bendangertem tarur, timtem tetenzüker, ta asür",HOF
"If non-locals left, things would improve.","Tzümartem ya dang oadokra, ajak jungadoktsü",HOF
"Every time outsiders show up, trouble starts.","Teti nunga ainer tezü nungi arua tatong, timtem tetenzüker, ta asür",HOF
We should keep outsiders out of our spaces.,Asenok tsüngta nung ainertem aittsü memelatsüla,HOF
No one wants non-locals in this town.,Shingaia iba jila nung tzümar arudaktsünüa malia,HOF
Enough with immigrants; they've had too many chances.,Ainertem den ya ojang asütsü; parnok nem yimli tali agidaktsüogo,HOF
We should keep that minority group out of our spaces.,Asenok tsüngta nung minority tem aittsü memelatsüla,HOF
Stop giving chances to that group of people; they bring problems.,Item nisungtem nem ji yimli agütsüba anenadokang; parnoki timtem-ang bena arur,HOF
Keep that group of people away from our kids' schools.,Item telok pur ji asenok chirtem azüngdak school anasai tarudaktsü,HOF
Why are we tolerating that group of people taking our jobs?,Item nisungtem jagi asen mapa agiadokba ya kodaser asenoki aremtetter?,HOF
outsiders are a burden to society.,Ainertem ya asen lokdi asoshi khuret-ar,HOF
Why are we tolerating foreigners taking our jobs?,Bendangertemi asen mapa agiadokba ya kodaser aremzüktetter?,HOF
that group of people are not welcome here.,Iba telok pur ji yangi arutsü memolunger,HOF
We should keep people from that region out of our spaces.,Asenok tsüngta nung iba tesem nungi arurtem ji alitsü memelatsüla,HOF
I don't want that group of people as neighbors.,Item telokpur den ji kidanger süa bo meliner,HOF
No one wants newcomers in this town.,Iba jila nung ya bendangertem lidaktsüner shinga maliako,HOF
Our community is not for that community.,Asen lokdi ya iba lokdi atema ji  alir masüa,HOF
Enough with foreigners; they've had too many chances.,Bendangertem den ya joko ojang; parnok yimli aiben agidaktsüogo,HOF
people who don't belong here don't share our values and never will.,Asenok rongnung mezüngsemertem den asen jenjang kasa masü aser makümtsü,HOF
Our community is not for people from that region.,Asen lokdi ya iba tesem nung jagi arurtem asoshi ayuba masü,HOF
"If immigrants left, things would improve.","Ainertem ji dang oadokra, ajak jungadoktsü",HOF
"Every time that minority group show up, trouble starts.","Minority pur tem ji tatonger, timtem tetenzüker, teti nung-a",HOF
Stop giving chances to outsiders; they bring problems.,Ainertem nem yimli ojang agüjang; parnoki timtem-ang bena arur,HOF
foreigners are not welcome here.,Yangi bendangertem molungbensaa magizüker,HOF
that group of people don't share our values and never will.,Item telok pur tem ji asen den kasa jenjang masü aser makümtsü,HOF
people who don't belong here don't belong in our community.,Itaki külempur masürtem shinga ozü lokdi nung mezüngsemer,HOF
I don't want foreigners as neighbors.,Bendanger den kidanger süa bo meliner,HOF
people who don't belong here shouldn't have a voice in our policies.,Asenok rongnung mezüngsemertem asen telemtetbatem nung O shidangtsü yimli mali,HOF
Don't hire that minority group; they always cause trouble.,Item minority telokpurtem ji mapai taniok; parnoki teti nunga timtem adokdaktsür,HOF
people from that region shouldn't use our public services.,Iba tesem nungi arurtemi onok inty osettem mamshitsüla,HOF
Our community is not for that group of people.,Iba lokdi tentet ya item telopurtem asoshi ji masü,HOF
We should keep that group of people out of our spaces.,Asenok tsüngta nung item telokpur ji maitdaktsütsüla,HOF
foreigners are a burden to society.,Bnedangertem ji lokdi asoshi khuret ,HOF
No one wants those migrants in this town.,Iba jila nung ya ainer lidaktsüner shinga maliako,HOF
We shouldn't have to serve that community.,"Iba lokdi tentet ji tenzüka kazütsüba masüa, asenok",HOF
I won't work with foreigners; they can't be trusted.,Ni bendangertem den mapa meinyaktsüa; parnok dak molung melemtetter,HOF
"Every time that community show up, trouble starts.","Kodangsa item nisungtem ji arudir, timtem ka tenzüktsüba sa",HOF
We should keep people who don't belong here out of our spaces.,Asenok tsüngta nungi asenok rongnung madenertem pilaa ayutsüla,HOF
